,index,serviceCentre,dummy,overall rating,dummy1,geo_location,Unnamed: 5,Unnamed: 6,user,Unnamed: 8,date,rating,review,Unnamed: 12,response,review_original,Key Topics,Sentiment,Product Quality,Staff,Service Time,Music System,Recall,Brake,Oil Change/Refill,Wheel/Tires,Service Cost,Service Diagnostics,Facilities,Windshield,Door,Battery,Engine,Product Availability,Not Classified,Customer Service,Service Quality
495,732,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Edwin Quinones,https://www.google.com/maps/contrib/112958469159012089592/reviews?hl=en,2 months ago,5 stars,Customer service was excellent,,,Customer service was excellent,"Product Quality, Staff, Service Time, Music System, Service Cost",Positive,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
496,733,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Linwood Nelson,https://www.google.com/maps/contrib/110321116342665325801/reviews?hl=en,a year ago,2 stars,The service department is questionable. They are not good at making the customer happy.,,,The service department is questionable. They are not good at making the customer happy.,"Product Quality, Service Cost",Negative,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
497,734,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,n v,https://www.google.com/maps/contrib/100120259191743318502/reviews?hl=en,11 months ago,5 stars,Manny and the team are awesome.  Thank you guys for always taking good care of me.,,,Manny and the team are awesome.  Thank you guys for always taking good care of me.,"Product Quality, Staff",Positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,735,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Sekou Nana,https://www.google.com/maps/contrib/117645243339222116586/reviews?hl=en,3 years ago,1 star,Nasty people with bad attitude.  I will never go there again. They can't fix nothing right and have an attitude when you come back.  Then they will give at least 3 weeks appointment trying to make you not come back.  The worst shop ever!!!,,,Nasty people with bad attitude.  I will never go there again. They can't fix nothing right and have an attitude when you come back.  Then they will give at least 3 weeks appointment trying to make you not come back.  The worst shop ever!!!,"Product Quality, Staff, Service Cost",Negative,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
499,736,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,steven bisono,https://www.google.com/maps/contrib/105692424273004361953/reviews?hl=en,2 years ago,1 star,No body compares with me i have almost 3 weeeks and my car still in servoce and i have 2 months only wothbthe car can you believe and check engine is al ready on always you call they put you in hold for hours then they close the call never come to this agaain i dont know why i bought ford,2.0,,No body compares with me i have almost 3 weeeks and my car still in servoce and i have 2 months only wothbthe car can you believe and check engine is al ready on always you call they put you in hold for hours then they close the call never come to this agaain i dont know why i bought ford,"Product Quality, Staff, Service Cost",Negative,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
500,737,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,LaQuena Goodyear,https://www.google.com/maps/contrib/103806550596359743655/reviews?hl=en,2 years ago,1 star,"I  was told that due to the another location closing down, I would have to leave my car with them for a month to get repairs done. I had a 8:15am appointment, just to still wait in line then leave.",,,"I  was told that due to the another location closing down, I would have to leave my car with them for a month to get repairs done. I had a 8:15am appointment, just to still wait in line then leave.","Product Quality, Staff, Service Time",Negative,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,738,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Alan Tani,https://www.google.com/maps/contrib/109608155892831950651/reviews?hl=en,2 years ago,5 stars,"Great service, got what I wanted, at very good prices....got my third Ford, great condition, great mileages, very dependable cars, with excellent gas mileage! Only once, with 3 cars, but, great City Ford service, at 3850 Boston Road....",,,"Great service, got what I wanted, at very good prices....got my third Ford, great condition, great mileages, very dependable cars, with excellent gas mileage! Only once, with 3 cars, but, great City Ford service, at 3850 Boston Road....","Product Quality, Service Cost",Positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
502,739,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Craig S,https://www.google.com/maps/contrib/116359225414162882474/reviews?hl=en,3 years ago,1 star,Horrible service I’ve called back twice already this morning to the parts department and he picks up and say hi ford hold on one moment hasn’t asked me anything just put me on hold the total time is 25 minutes and I called twice!!!!!! Will never go here after this,,"Thank you so much for bringing this to our attention. We're very sorry for any inconvenience you have experienced. In fact, we would like to hear more specifically about your concern so we can make it right. Please contact us at your earliest convenience. We look forward to hearing from you!",Horrible service I’ve called back twice already this morning to the parts department and he picks up and say hi ford hold on one moment hasn’t asked me anything just put me on hold the total time is 25 minutes and I called twice!!!!!! Will never go here after this,"Product Quality, Service Time",Negative,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,740,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Alexander Carrasco,https://www.google.com/maps/contrib/114345097767087026035/reviews?hl=en,5 years ago,4 stars,I raised the rating to 4 stars. They do good work and they have a comfortable waiting area. They also sometimes have coffee and D&D donuts.,,"Thank you so much! Your positive review means a lot to us and we appreciate you! Let everyone know that when it comes to your new Ford, It's Better to Buy in the Bronx! 3305 Boston Road, Bronx NY",I raised the rating to 4 stars. They do good work and they have a comfortable waiting area. They also sometimes have coffee and D&D donuts.,"Product Quality, Staff, Facilities",Positive,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
504,741,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,José Torres,https://www.google.com/maps/contrib/105772267682810574963/reviews?hl=en,3 years ago,5 stars,"Great customer service. Went to get an oil change let me tell you that it was quick and painless. Thank you , Manny",2.0,,"Great customer service. Went to get an oil change let me tell you that it was quick and painless. Thank you , Manny","Product Quality, Service Time",Positive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,742,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Anna Pagan Acevedo,https://www.google.com/maps/contrib/112199072439787118659/reviews?hl=en,3 years ago,5 stars,One of the morning secretaries that takes the the payment she's very amazing Delilah she should get a raise he is very helping she is so warm and she try to help customers as much as she can,,,One of the morning secretaries that takes the the payment she's very amazing Delilah she should get a raise he is very helping she is so warm and she try to help customers as much as she can,"Product Quality, Staff, Service Cost",Positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
506,743,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Lauretta cotto,https://www.google.com/maps/contrib/114839045623762577874/reviews?hl=en,a year ago,5 stars,"Got an oil change and my tire rotated, I was very pleased with the service .",,,"Got an oil change and my tire rotated, I was very pleased with the service .","Product Quality, Service Time",Positive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,744,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Hector Manuel,https://www.google.com/maps/contrib/103180452550603306113/reviews?hl=en,10 months ago,5 stars,Just great service,,,Just great service,"Product Quality, Service Time, Music System",Positive,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,745,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,victor sanchez,https://www.google.com/maps/contrib/113854685041465802519/reviews?hl=en,3 years ago,5 stars,I was very satisfied with the work performed .the loyalty of letting me know that there was nothing wrong with my van.any other place a list would have been made up.thankyou,,,I was very satisfied with the work performed .the loyalty of letting me know that there was nothing wrong with my van.any other place a list would have been made up.thankyou,"Product Quality, Staff, Service Cost",Positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
509,746,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Angela Lebron,https://www.google.com/maps/contrib/109221555620889199375/reviews?hl=en,3 years ago,5 stars,Quick had no appointment service explained everything to me. Had a great experience service was above and beyond.,,Thanks Angela!,Quick had no appointment service explained everything to me. Had a great experience service was above and beyond.,"Product Quality, Staff, Service Time",Positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,747,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Pedro Dominguez,https://www.google.com/maps/contrib/114695920419493799253/reviews?hl=en,4 years ago,1 star,"Beware !!! Worst place to take car for service.

You will pay up $2000 dollars to get car back in exact same shape you left it no work will be done!!! I’m telling you BEWARE !!!",,"Hello Pedro, we're terribly sorry about your situation. Please contact us directly so we can take another look at your car and figure out a resolution.","Beware !!! Worst place to take car for service.

You will pay up $2000 dollars to get car back in exact same shape you left it no work will be done!!! I’m telling you BEWARE !!!","Product Quality, Service Cost",Negative,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
511,748,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Nina,https://www.google.com/maps/contrib/108726592002306693953/reviews?hl=en,4 years ago,1 star,"I wish customer service was better trained to let me know over the phone that they were going to charge me $149, just for diagnostics.",,"If you would like to discuss this issue in more detail, please give us a call so we can work towards a resolution. Your satisfaction is of the utmost importance to us!","I wish customer service was better trained to let me know over the phone that they were going to charge me $149, just for diagnostics.","Product Quality, Service Cost, Staff",Negative,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
512,749,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,kronicobx,https://www.google.com/maps/contrib/100020360308096267840/reviews?hl=en,a year ago,1 star,no one answers phones here and if they do they will hang up just dont order parts here,,,no one answers phones here and if they do they will hang up just dont order parts here,"Product Quality, Staff, Service Cost",Negative,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
513,750,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Romulo Paredes,https://www.google.com/maps/contrib/117670594714891998040/reviews?hl=en,5 years ago,5 stars,Service is great but the only downside is that they always have new staff every time i go there for a service its always someone new,,Thank you for your constructive review Romulo. We appreciate feedback like yours because it helps us identify the areas in which we need to improve as a business.  Your satisfaction is of the utmost importance to us!,Service is great but the only downside is that they always have new staff every time i go there for a service its always someone new,"Product Quality, Staff, Service Cost",Positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
514,751,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Aris Jimenez,https://www.google.com/maps/contrib/102958897371891864605/reviews?hl=en,4 years ago,1 star,"They played with my time,I dropped my car by 730 am,supposed to be ready by 5 pm when I showed up they told me dont even start with my car ,because a lot of vehicles before me,what the appointments are for?",1.0,"Thank you so much for bringing this to our attention. We're very sorry for any inconvenience you have experienced. In fact, we would like to hear more specifically about your concern so we can make it right. Please contact us at your earliest convenience. We look forward to hearing from you!","They played with my time,I dropped my car by 730 am,supposed to be ready by 5 pm when I showed up they told me dont even start with my car ,because a lot of vehicles before me,what the appointments are for?","Product Quality, Service Time",Negative,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,752,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,tagless83,https://www.google.com/maps/contrib/100619731662058478014/reviews?hl=en,5 years ago,1 star,"I don’t a about the service department but the parts department I’ll never call again, spoke to a young man  named  Zaross an he wasn’t nice at all and had me on hold for about 30 hour
If I was you I’ll not order parts from them",2.0,"We would like to reach out to you directly as to why you're unsatisfied with our services and/or purchase. Please, send us a message at https://www.cityworldford.com/contact/ so we may look deeper into the problem and fix anything that might've gone wrong. Thank you!","I don’t a about the service department but the parts department I’ll never call again, spoke to a young man  named  Zaross an he wasn’t nice at all and had me on hold for about 30 hour
If I was you I’ll not order parts from them","Product Quality, Staff (specifically Service Department), Service Time, Parts Department",Negative,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,753,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Jill Felix,https://www.google.com/maps/contrib/110409799242601180733/reviews?hl=en,5 years ago,3 stars,Nice but it took over an hour to cut and program a new key. The actual dealer gave us a duplicate for a different car.,,Thank you for your review Jill. We hope to see you again soon and deliver a better and faster service to you!,Nice but it took over an hour to cut and program a new key. The actual dealer gave us a duplicate for a different car.,"Product Quality, Service Cost, Staff",Negative,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
517,754,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Carl Steiniger,https://www.google.com/maps/contrib/105679745859622422615/reviews?hl=en,2 years ago,5 stars,I can't understand the negative reviews here... I've been here twice and have excellent service... no complaints whatsoever...,,,I can't understand the negative reviews here... I've been here twice and have excellent service... no complaints whatsoever...,"Product Quality, Staff, Service Cost",Positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
518,755,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Hassane Bah,https://www.google.com/maps/contrib/107716398018487306102/reviews?hl=en,5 years ago,1 star,They over charged me for replacing one light oven $80 that’s was crazy. They said the bulb. $40 and to put it in $40 that’s ridiculous,1.0,We would like the opportunity to speak with you to work on resolving this issue. Please contact us at your earliest convenience.,They over charged me for replacing one light oven $80 that’s was crazy. They said the bulb. $40 and to put it in $40 that’s ridiculous,"Product Quality, Service Cost",Negative,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
519,756,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Alex Blanco,https://www.google.com/maps/contrib/111257829488235975090/reviews?hl=en,a year ago,5 stars,Love my experience  at city world ford excellent service from start to finish,,,Love my experience  at city world ford excellent service from start to finish,"Product Quality, Staff, Service Time, Facilities",Positive,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
520,757,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,RL,https://www.google.com/maps/contrib/107286990449089766685/reviews?hl=en,2 years ago,5 stars,My first time here to service my truck and they were good and reasonable timing,,,My first time here to service my truck and they were good and reasonable timing,"Product Quality, Staff, Service Time",Positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,758,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Marcos Garcia,https://www.google.com/maps/contrib/111840079465437822877/reviews?hl=en,3 years ago,1 star,"Bad experience to drop off car
When I get my car next day it’s was dirty in driver and passenger seats doors also had a deep scratched in driver window
That didn’t have befored",1.0,We would like to hear more specifically about your concern so we can make it right. Please contact us at your earliest convenience. We look forward to hearing from you!,"Bad experience to drop off car
When I get my car next day it’s was dirty in driver and passenger seats doors also had a deep scratched in driver window
That didn’t have befored","Product Quality, Staff, Facilities",Negative,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
522,759,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Collins Nkimbeng,https://www.google.com/maps/contrib/110932578767639088945/reviews?hl=en,5 years ago,1 star,"Rip offs that’s all I have to say, I don’t do all the long story telling and all that, but deal with this dealership at your own expense. Terrible!!!",1.0,"We are sorry for the experience you had that makes you feel this way Collin. Please, contact us so we can take care of the situation and make your experience a positive one. Thank you.","Rip offs that’s all I have to say, I don’t do all the long story telling and all that, but deal with this dealership at your own expense. Terrible!!!","Product Quality, Service Cost",Negative,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
523,760,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Dilip Mollik,https://www.google.com/maps/contrib/102520379641134638178/reviews?hl=en,5 years ago,1 star,"The service here is terrible I took my car with a transmission problem n they said they would fix it in few days but then when I went back they said it would take them months and every time I call they give me attitude

Absolutely trash customer service",2.0,"Dilip, We sincerely apologize for the experience that had you feeling this way. Our goal is to provide exceptional service to every single customer. Thank you for taking the time to bring these issues to our attention. We would like the opportunity to speak with you to work on resolving this issue. Please contact us at your earliest convenience.","The service here is terrible I took my car with a transmission problem n they said they would fix it in few days but then when I went back they said it would take them months and every time I call they give me attitude

Absolutely trash customer service","Product Quality, Staff, Service Time",Negative,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,761,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Yenny Fernandez,https://www.google.com/maps/contrib/116982438587845342567/reviews?hl=en,4 years ago,1 star,waist of time if you ask me 3erd time coming all day waiting on my vehicle came at 8am appointment and  at 2:30 they told me that my car was about to going in 🤦🏼‍♀️ my kids where all over the place  everyone before and after us left and we’re still here 🤦🏼‍♀️this is getting worst everytime …,,We are terribly sorry to hear about the negative impression you got during your recent visit at our dealership. We appreciate feedback like yours because it helps us identify the areas in which we need to improve as a business. If you would … More,waist of time if you ask me 3erd time coming all day waiting on my vehicle came at 8am appointment and  at 2:30 they told me that my car was about to going in 🤦🏼‍♀️ my kids where all over the place  everyone before and after us left and we’re still here 🤦🏼‍♀️this is getting worst everytime …,"Product Quality, Service Time",Negative,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,762,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Cecilia Arce,https://www.google.com/maps/contrib/116451257305072116984/reviews?hl=en,5 years ago,5 stars,"Great people thank you all especially Mechanic Luis and Rep. Julissa the Best.
Great customer service.
I would like some service discount coupons.",,Thank you for mentioning our mechanics Cecilia. They are the magic behind our shop and Julissa will always make sure you receive top care. Here's a link to our coupons! https://www.cityworldford.net/parts-service-coupons/index.htm,"Great people thank you all especially Mechanic Luis and Rep. Julissa the Best.
Great customer service.
I would like some service discount coupons.","Product Quality, Staff, Service Cost",Positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
526,763,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Ronny el R,https://www.google.com/maps/contrib/102018890127295024989/reviews?hl=en,a year ago,1 star,"For maintenance is bad,I go to the one in yonkers for maintenance,more professional and courtesy",1.0,,"For maintenance is bad,I go to the one in yonkers for maintenance,more professional and courtesy","Product Quality, Service Cost, Staff",Negative,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
527,764,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Shah Newaz,https://www.google.com/maps/contrib/114303283485241349887/reviews?hl=en,5 years ago,1 star,I don’t know how how they fix the car. I had three engine sign within 1 month amd my car is not that old it has only 30000 miles. May be i had warranty they why they don’t fix them properly.,3.0,We sincerely apologize for the experience that had you feeling this way. Our goal is to provide exceptional service to every single customer. Thank you for taking the time to bring these issues to our attention. We would like the … More,I don’t know how how they fix the car. I had three engine sign within 1 month amd my car is not that old it has only 30000 miles. May be i had warranty they why they don’t fix them properly.,"Product Quality, Engine, Service Cost",Negative,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
528,765,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,PAYbenjaminDRO,https://www.google.com/maps/contrib/103215650386492344761/reviews?hl=en,2 years ago,1 star,"AVOID THIS PLACE AT ALL COST, NO NEED FOR A LONG BAD REVIEW THIS PLACE IS ABSOLUTELY HORRIBLE, DROP YOUR CAR OFF AND SEE, THESE PEOPLE MADE ME NEVER WANT A FORD AGAIN🤮 THE LADY ROSA IS THE WORST OF THE WORST, STAY AWAY …",2.0,,"AVOID THIS PLACE AT ALL COST, NO NEED FOR A LONG BAD REVIEW THIS PLACE IS ABSOLUTELY HORRIBLE, DROP YOUR CAR OFF AND SEE, THESE PEOPLE MADE ME NEVER WANT A FORD AGAIN🤮 THE LADY ROSA IS THE WORST OF THE WORST, STAY AWAY …","Product Quality, Service Cost, Staff, Facilities",Negative,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
529,766,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,glaufo alberto sanchez gomez,https://www.google.com/maps/contrib/102532318674105075714/reviews?hl=en,4 years ago,1 star,"I recommend that you do not visit this place the service is bad there are some employees that when you go it seems as if you were going to really ask that I had never seen such a bad service in my life, they tell you that they fix you and they do not fix you anything  Be very careful in this place.!!!!!!!!",1.0,"If you would like to discuss this issue in more detail, please give us a call so we can work towards a resolution. Your satisfaction is of the utmost importance to us!","I recommend that you do not visit this place the service is bad there are some employees that when you go it seems as if you were going to really ask that I had never seen such a bad service in my life, they tell you that they fix you and they do not fix you anything  Be very careful in this place.!!!!!!!!","Product Quality, Service Time, Facilities",Negative,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
530,767,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Luis Perez,https://www.google.com/maps/contrib/102569166544534371683/reviews?hl=en,a year ago,1 star,"Worst place for new buyers, the charge my friend $22,000 just for financing,  the car broke down a month later, also had a  water filtration, STAY AWAY FROM THIS RATS",,,"Worst place for new buyers, the charge my friend $22,000 just for financing,  the car broke down a month later, also had a  water filtration, STAY AWAY FROM THIS RATS","Product Quality, Staff, Financing Costs",Negative,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,768,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,RICHARD ACHIE,https://www.google.com/maps/contrib/103254477199090556164/reviews?hl=en,3 years ago,3 stars,My experience was just okay. There was no enthusiasm of staff to greet & offer to help customers.,1.0,Thank you Richard for taking the time an effort to write this review. We promise next time we will be more enthusiastic!,My experience was just okay. There was no enthusiasm of staff to greet & offer to help customers.,"Product Quality, Staff",Negative,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,769,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,OW3W,https://www.google.com/maps/contrib/108698314508139947254/reviews?hl=en,2 years ago,1 star,Trash people.  Never gave me the second key on my lease and now they want to charge me for it,,,Trash people.  Never gave me the second key on my lease and now they want to charge me for it,"Product Quality, Staff, Service Cost",Negative,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
533,770,City World Ford Service,Car Service Station,3.1,404,"3850 Boston Rd, Bronx, NY 10475, United States","
+1 718-829-8600",https://www.cityworldford.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,Dwayne Thompson,https://www.google.com/maps/contrib/106360143457936120468/reviews?hl=en,3 years ago,5 stars,They was right on the money helping me out thank you for everything I will always go to service for them,,,They was right on the money helping me out thank you for everything I will always go to service for them,"Product Quality, Staff",Positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
